"","Datetime","Text","score","sentiment"
"201",2021-11-12," 폴리     김능구의 정국진단  박성중 국민의힘 의원   네이버 카카오 등 플랫폼 대기업  고용 너무 적고 소기업들과 상생 아니라 살생                         ",-2,"neg"
"202",2021-11-11,"맞아 맞아   그리고 이번에 휴대폰을 폴더로 바꾼 사람으로서  수기 명부도 없는 음식점이 너무 많은걸 느꼈음  한 나라가 네이버  카카오톡 이라는 기업에 너무 많은 의존을 하는 것 같암 내가 언제 어디에 있었는지 개인정보가 기업에 다 들어가는데 이게 빅브라더가 아니면 뭐임",-4,"neg"
"203",2021-11-11,"골목상권 침해 논란에 사업 확장 제동 기업가치 하향 조정 속 믿을 건 대리운전뿐   카카오  카카오   카카오 블루  김범수  카카오모빌리티      구글      택시  대리운전  우티                        ",-5,"neg"
"204",2021-11-11,"      해외주식 메타버스에 투자하기 좋은   기업      카카오                              해외  주식  주가  투자  경제  시장  뉴스  글로벌  세계  비즈니스  기업                        ",5,"pos"
"205",2021-11-11,"              아하   감사감사    저런 거 막 알려주길래 막 카카오 같은 어린 기업 쪽인가 햇는데          ",2,"pos"
"206",2021-11-11,"공룡기업 쿠팡 카카오 불공정행위 멈추려면   ",-1,"neg"
"207",2021-11-10," 카카오  왜 공공자전거 사업에 기웃거리나   이미 기업들은 이를 상업화해 유동인구를 분석하는 상권 개발이나 부동산 개발을 위한 기초자료로 이용하고 있다   공공이 손을 뗀 교통수단 사업에 민간이 손을 댄다는 건 생각만큼 그리 단순한 사건이 아니다   시사                          ",2,"pos"
"208",2021-11-10,"내게 피해를 주는 단체카톡방을 운영하고  내게 단체로 온갖 불링에 협박까지 카카오를 비롯한 스타트업 출신 기업이며  기존 재벌이며  연예계 양아치 새끼들이며  다들 확실하게 치워주세요 ",-4,"neg"
"209",2021-11-10,"         는 전세계 모든 소상공인과 개인  기업을 타겟으로 개발되고 있습니다  커뮤니티는 현재 카카오톡 오픈채팅방  한국어 텔레그램 그룹방  베트남어 텔레그램 그룹방  전세계인을 위한 텔레그램 글로벌 그룹방이 있습니다 ",4,"pos"
"210",2021-11-09,"            피자 흑발에 청안남주 꽉 닫힌      이 제 취향이에욧 오늘 분량적지만 에피소드  개올렸어요  저에게 연재기회를 해주셔서 감사합니다 블라이스  꼭 네이버나 카카오같은 큰 기업이되길 빌게요  블라이스 최고    ",3,"pos"
"211",2021-11-09,"    년도 국정감사는  플랫폼 국감 이었습니다  여기 계신 위원장님과 위원님들께서도 카카오 김범수 의장  네이버 이해진    에 사회적 책임과 더 나은 민생을 위해 질의하셨습니다  그만큼 거대 플랫폼 기업의 위상과  사회적 책임 역시 커졌다는 의미입니다 ",2,"pos"
"212",2021-11-09," 제    호     인 퇴진  매머드급 원팀  이재명의 사람들 해부   김종인 합류가 마지막 퍼즐 윤석열의 사람들 해부   대장동 키맨들과     억    미스터리   기업가치 하향 속 믿을 건 대리운전뿐 수익화 빨간불 카카오모빌리티 앞날   불법촬영물이 무혐의 근거  물뽕 의혹 데이트강간 사건 전말                        ",0,"neu"
"213",2021-11-09,"                                 저도 제 주장을 하는 겁니다  함부로 본인의 주장  의견  견해를  사실 로 단정하지 않도록 합시다  위험합니다  성남시의 복지가 타 시보다 좋다  당연하죠 네이버 카카오 판교 등등 대한민국 최고     기업 본사가 다 거기 있어서 돈이 조오옹오오오오옹  오온나게 많으니까요 ",1,"pos"
"214",2021-11-08,"  마윈  카카오페이 상장 날  조원 벌었다    인도서  대박    다음뉴스                         마윈의 앤트그룹이 카카오페이 상장으로   억 달러 약  조    억원 가 넘는 평가 차익을 올린 것으로 나타났다  앤트그룹이 투자한 인도 핀테크기업 페이티엠 역시 마윈의 대박 행진이 예상된다",7,"pos"
"215",2021-11-08,"그러니까 더더욱 카카오같은 기업에서 배나 불리지 말고 해줘야한다고 생각한다  당연히 사기업이고 이익을 불리기 위해 움직이겠지만    체크로 켜고 끄고 할 수 있을 정도만 해주면 좋겠다  어차피 안받을 손님이잖아 어린이와                        ",8,"pos"
"216",2021-11-08,"     조 시장 잡아라  메타버스 기업    에 돈 몰린다  출처   매일경제   네이버 뉴스                           메타버스시장 연평균 성장률         년 세계 시장규모     억   넷마블에프앤씨 카카오엔터 등 메타버스 기술 보유기업     활발 투자와 현실사이",6,"pos"
"217",2021-11-08,"                     스타트업이 뭔지 모르네  스타트    시작하다  신생 기업에게 뭔 놈의 과도한 독점이야  네이버 카카오한테 해야 할 얘기를 스타트업한테 하고 자빠졌네  그걸 또 찬양하는 기사로 쓰고  진보도 망가지고 나라 꼴이 말이 아니다",0,"neu"
"218",2021-11-08,"카카오재팬  카카오픽코마로 사명 변경    시작 유럽 진출                             일본에서 키워준거아님     저 양아치 기업 잘되는거 더이상 보기싫은데",0,"neu"
"219",2021-11-08,"다음 어떻게 기사를 올리는지 카카오 다음은 없어져야할 기업이다",-1,"neg"
"220",2021-11-07,"노키즈존 하는 식당 거를 수 있어서 편리하긴 한데 카카오 식이나 되는 대기업에서 노키즈존을 공식화한다는 게 너무 기업 윤리 없어 보임 차별주의자만 많아지면 노아시안존 노블랙존 다 만들겠어 아주                        ",3,"pos"
"221",2021-11-07,"너 한국기업 나 한국인인데 카카오 왜 자꾸 영어메일 보내냐 그치만 영어가 세계 공용어니까",-1,"neg"
"222",2021-11-07,"시발 카카오를 불매하면 대한민국 어케  시발 너네는 양심적으로 한국 기업스럽게 굴어야지                        ",-4,"neg"
"223",2021-11-07," 공약이행    이재명은 실천한다    투표소 수개표로 공정선거 하자 문재앙의 삼성공화국  카카오      타다 로고 붙인 택시는 퇴출    위 기업의 횡포                         ",-2,"neg"
"224",2021-11-07,"나눈 시바 옛날부터 카카오 싫다고  자라나는 기업들 밟아 죽이기 바쁘고 카카오상조까지 대한민국이 카카오국으로 바껴야 만족할 집단들  돈에 미친  기업 니즈 들어주는척 등꼴빨아먹는  대기업한테 뭘 바라냐만은  그래도 눈에 너무 잘보이니까 괘씸하잖슴  ",-4,"neg"
"225",2021-11-06,"아니 쒸 카카오 전부터 자꾸 이상한 일 일으키더니 갈 데까지 가려고 하네 내 꿈의 기업이었는데                           ",1,"pos"
"226",2021-11-06,"카카오 중국기업이었어                           ",0,"neu"
"227",2021-11-06,"           맘대로하세요 나에겐 카카오페이라는 대기업의 뛰어나고 편리한 신문물의 가호가 함께한다  물론 카카오 기업 자체는 존나 싫지만",-1,"neg"
"228",2021-11-06,"        이게 뭐에요   카카오 우리나라 기업 아니었어요 ",-2,"neg"
"229",2021-11-06,"너네가 그러고도 한국기업이냐 카카오 진짜 개웃기네     ",-1,"neg"
"230",2021-11-06,"카카오 중국 기업이구나                           ",0,"neu"
"231",2021-11-06,"         네이버는 뷰어가 구려서    네이버라서    카카오는    기업이 구려서    웹으로도 못보고    구려서    돈 주기 아까운    그냥 안 보고 말지   ",1,"pos"
"232",2021-11-06,"마윈이 오버한 것                           기업이 국가의 근간이 되는 금융을 건드리는 것은 위험한 행동입니다  삼성도 금산분리에 각종 규제 때문에 은행을 못하는데 카카오가 멋대로 한다는건 어불성설 중국이 금융규제와 부동산규제를 하는 것은 정당한 것 규제없이그냥놔두면 중국은  년안에망                        ",-5,"neg"
"233",2021-11-06,"미쳤는데  국내에서도 몸집 꽤나 부풀린 기업이 저러니 더 빡치는데  이딴식으로 매국노짓 할거면 그냥 중국쪽으로 돌려버리지싶은데  카카오 없어진 자리는 뭐   시간이 지나면서 다른기업이 꿰차주지않을까                           ",-4,"neg"
"234",2021-11-06,"테못죽 왜 하필 카카오지 한복을 한국 전통의상이라 부르지도 못하게하는 외국기업 따위 벗어나셔야 하는데  ",-4,"neg"
"235",2021-11-05,"경제뉴스나 다양한 이슈를 보수적으로 보는 나조차 충격을 받을 정도였으니 성장주에 열광하는 많은 시장참여자들이 어떤 반응을 보였을지는 뻔한 일이었다 카카오 테슬라 하이브 주식을 모두 갖고 있는 나는 현재 이 세 기업에서 어떤 공통적인 흐름을 느꼈다",3,"pos"
"236",2021-11-05," 기업   리마인드   카카오페이  카카오페이는 간편결제를 주력사업으로 하는 카카오의 핀테크 자회사입니다  카카오의 플랫폼 파워에 힘입어 빠른 속도로 매출이 성장하고 있습니다  거래액도 연 단위로    조원을 바라보고 있습니다                         ",6,"pos"
"237",2021-11-05,"텐센트 중국기업 가 카카오 처음 시작할때 투자했었던 걸로 기억하는데   텐센트가 주주라서 저러는거 아닌가 싶음",0,"neu"
"238",2021-11-05,"윤호중민주당 원내대표는  오징어 게임으로 대박난 넷플릭스가 한해 한국에서 벌어가는 수익만     억원이다   오징어게임  한 프로그램으로 세계에서  조원의 수익을 남길 것으로 예상되고 있다 며  네이버와 카카오 등 국내 컨텐츠 기업들은 망 사용료를 지불하는데  넷플릭스만 안내겠단다 ",4,"pos"
"239",2021-11-05," 팬들은 무대를원해  하이브와의 안전이별을 기원합니다  하이브굿즈 불매  팬들은 무대를원해                  하이브 쓰레기웹툰 당장취소해 하이브는 카카오  네에버가 아니다 하이브는 음악을 하는 기업이다 메타버스 그만 견제해라 음악이나 해라 굿즈 소비 안 할거다 방탄 좀 잘 모셔라 썅놈들",-2,"neg"
"240",2021-11-05,"   카카오가 연결 기준  분기 매출과 영업이익이 각각  조    억원      억원을 기록   네이버도  분기 매출과 영업이익이 각각  조    억원      억원으로 역대 최고 실적을 올렸음에도 카카오가 창사 이후 처음으로 네이버를 제치고 인터넷업계 매출  위 기업으로 도약                        ",8,"pos"
"241",2021-11-04,"다음의 몇가지 서비스에 의존하니까 강제적으로 카카오 서비스를 이용하지 않을 자유를 박탈당한다  카톡도 민간기업의 상품일 뿐인데 다수가 이용하는 상품이 되니까 소수의 사람들이 쓰지 않을 자유가 박탈되는거 큰 문제 아닌가  ",-7,"neg"
"242",2021-11-04,"카카오재팬  카카오픽코마로 사명 변경하고 프랑스 진출글로벌 대표 만화 콘텐츠 플랫폼 기업으로 도약   카카오                        ",1,"pos"
"243",2021-11-04,"운좋게 덱스터 카카오 카카오게임즈 하이닉스 사는 족족 대박 쳐서 평가 이익도      원    근데 이제 뭐 사야될지 모르겠음    내가 믿는 기업 중에 가격이 낮아보이는 게 별로 없어가지고                           ",3,"pos"
"244",2021-11-04,"하이브 좀 있으면 하이브뱅크도 만들고 하이브택시도 만들고 하이브미용실도 만들겠네   카카오랑 대적할 세계적인   기업이세요  하이브 불매",3,"pos"
"245",2021-11-04,"부당한 벌칙성 수수료를 징수하는 것은 요즘 한창 이슈가 되고 있는 거대 플랫폼 기업의 갑질이라 할 수 밖에 없읍니다  더한 문제는 카카오 바이크 서비스는 상담원을 통한 콜센터를 운영하지 않고 오직 카톡만을 통해 서비스 관련 상담을 할 수 있다는 것입니다  제가 사용하는 스마트폰은",2,"pos"
"246",2021-11-04,"네카라쿠배     이제 알았네  네이버 카카오 라인 쿠팡 배달의민족   요즘 핫한   기업이래 ",1,"pos"
"247",2021-11-04," 오늘의           추천 요약글              기업  카카오게임즈 오딘 글로벌 출시에 더해질     모멘텀 카카오게임즈 삼성증권                           ",3,"pos"
"248",2021-11-04,"카카오재팬  카카오픽코마로 사명 변경 및 프랑스 진출 한국기업이 일본네임밸류로 프랑스진출   ",1,"pos"
"249",2021-11-04,"카카오가    하면서 기업가치 부풀리기에만 집중하지 않고  카카오 택시로 고객들의 승차 경험이 좋아지고 있는지  에 집중했다면 타다처럼 이용자들의 지지를 받았을텐데     단독 카카오 때리기 동참한 서울시 우선 배차 혜택도 손본다  출처   이데일리   네이버 뉴스                         ",3,"pos"
"250",2021-11-03,"카카오 그룹 시총  위야   위 가라     째 재벌 세습 기업들 다 끌어 내리라고  울 나라 대기업들 거의 다 세습 기업이잖아  카카오 처럼 전문 경영인 기업이 이 판 좀 확 엎어 버리면 좋겠다니깐  카카오 응원해 ",-2,"neg"
"251",2021-11-03,"은행으로서의 역할을 크게 기대하구 계좌를 만들었냐구  카카오 프렌즈 캐릭터 카드 하나 갖겠다고 계좌를 만든 거 아냐  초반엔 은행으로서의 역할은 완전 꽝이였는데두 말이야  근데 전문가들은 가치 평가를 할때 그냥 단순히 기존 은행과 비교해서 밸루에이션을 정했단 말이지  그 기업의 성장에",4,"pos"
"252",2021-11-03,"최근 메타버스 글 몇 개 보고 난 감상은  아바타니 가상현실이니 이런 건 그냥 겉치레에 불과하고 메타버스라는 기분을 충족시켜주는 요소   카카오 같은 플랫폼 기업 주도로 국가가 쌀먹을 제도화 하는 게 메타버스라는 거 같은데 ",5,"pos"
"253",2021-11-03,"카카오톡 그거 기업알림 통합 서비스 맞죠 ",0,"neu"
"254",2021-11-03," 진실연대자들 열린세미나 에 초대합니다    월  일 목요일       플랫폼 기업 규제 방안들 무엇이 문제인가  참여방법  카카오톡 오픈 그룹 방                         으로 세미나 시간에 바로 입장하실 수 있습니다                         ",-1,"neg"
"255",2021-11-03,"테크월드   네이버 카카오 독주 막을 수 있을까 웹툰 사업 강화하는    기업들                        ",3,"pos"
"256",2021-11-02,"페이스북 내부고발  판도라의 상자 열렸다                         페이스북만의 문제는 아닌 것 같다  빅테크 기업이 이윤 추구를 위해 사회와 사용자에게 해악을 끼치는 문제를 은폐하거나 방관하는 일이 지금도 벌어지고 있을 듯  카카오나 네이버는 또 어떨까  우리도 점검해 봐야 할 문제 ",-1,"neg"
"257",2021-11-02,"       기업 관공서 코스트코카카오프렌즈    대형 부채   네오이케아 무지 다이소  네오                         파트너스 활동으로 수수료를 받을수 있어요                          ",0,"neu"
"258",2021-11-02,"    기업 실적발표 일정 일부      수        카카오게임즈  컨콜        수        위메이드      목        카카오 내일 카겜 실적발표가 있을 예정인데 오딘의 수익이 반영된 실적이 나올 가능성이 높아서 어느정도 어닝쇼크는 방어할 수 있을거라고 예상함   어닝 서프라이즈는 안바란다  ",6,"pos"
"259",2021-11-02," 공고      년   월 온라인 카카오  판로지원 참가기업 모집  출처   소상공인을     블로그                         ",-1,"neg"
"260",2021-11-02,"잘 모르기도 하고    카카오 같은 거나 좀 알지 무슨 기업이 있는지도 잘 모르겠고    차라리        에 넣어두는 쪽이 훨씬 마음이 편할 것 같고    또 내가 좋아하는 건 코카콜라    소소하지만 배당금 들어오면 기분 좋으니까 ",9,"pos"
"261",2021-11-02," 조가 넘는 금액의 중국 자본을 투자받아 카카오가 그 자금으로 국내기업을 인수하는데 사용 했다고 하는데   그렇다면 스타쉽의 실제 주인은 카카오 일까 짱깨일까                         ",4,"pos"
"262",2021-11-02,"카카오 창업자인 김범수 의장과 네이버 창업자 이해진    가 올해 국정감사에 나란히 출석했습니다  김 의장은 기업 총수로는 처음으로 한 해에 세 번 출석했죠  왜 공기업도  정부기관도 아닌 두   기업 총수가 국정감사에 출석해야 했을까요                         ",-2,"neg"
"263",2021-11-02,"      기업  카카오페이  내일  일  유가증권시장 상장 발행일시                                            뉴스  최신뉴스",1,"pos"
"264",2021-11-02,"특히 카카오택시의 경우 처음에는  수수료 없는 대국민 서비스 라는 말로 기사분들을 모집해놓고 나중에 말을 바꿔 대대적으로 수수료를 걷었습니다  이게 도대체 혁신기업의 이름으로 할 일인지  거짓말로 유인해서 돈 뺏어가는  보이스피싱  사기 수법과 과연 얼마나 다른지  묻지 않을 수 없습니다 ",-9,"neg"
"265",2021-11-02,"  카카오 당한  시민들을 만났습니다   카카오 당했다 는 말이 생겨날 정도로 신재벌이 된 플랫폼 기업들의 갑질이 기승을 부리고 있습니다  오늘 택시기사  대리운전기사  편의점  숙박업  라이더 등 플랫폼 산업에 종사하시는 많은 시민 여러분들께서 정의당을 찾아주셨습니다                         ",1,"pos"
"266",2021-11-01,"      해외주식 머크  먹는 코로나 치료제 사용 승인 역대급 매출 카카오                              해외  주식  주가  투자  경제  시장  뉴스  글로벌  세계  비즈니스  기업                        ",4,"pos"
"267",2021-10-31,"카카오도 중공의 차이나머니에 먹혔다는 소문이 강한데요  지금 대한민국도 차이나머니 때문에 몸살을 앓고 있습니다  카카오가 왜 문파에겐 가혹하고 매크로 돌리는 것이 뻔한 낙쥐새끼 패거리에겐 관대했을까요  앞으로 차이나머니 먹은 기업도 우리는 제대로 파악해야겠습니다                         ",-5,"neg"
"268",2021-10-31,"카카오 등 플랫폼 기업들이 상생 약속을 했지만  아직까지 말 뿐인 상황을 전해드렸는데  숙박 플랫폼  위인  야놀자 의 경우도 크게 다르지 않았습니다  업주들과 소통에 나서겠다며 상생 의지를 내비쳤지만 업주들은 여전히 광고비 부담 압박을 호소합니다                         ",-2,"neg"
"269",2021-10-31,"              국방과학예산확대  기업상생연구예산확대 디지털사업분야예산확대  금융산업디지털로개편  화학  광물 물리기초융합산업 신에너지사업 연구 지원확대  로봇인프라구축사업확대지원   연구디지털댐국가운영확충및 네이버 카카오 디지털산업육성과 활용 지원  초등교육",1,"pos"
"270",2021-10-31,"                   아니에요    빨리 모기업      카카오     네이버    ",-2,"neg"
"271",2021-10-31,"카카오 씨발 기업 본인 인증 문제로             년째 씨름 중 근데",0,"neu"
"272",2021-10-31," 테슬라잡담        테슬라의 사업  그리고 경쟁업체  테슬라는 새로운 모빌리티 기반 생태계를 만들고 있고  경쟁업체는 테슬라에게 시장을 빼앗기지 않아야한다  누가 더 불안할까  하나의 예를 들자면  국내 중소  기업이 가장 두려워하는 것은  카카오 네이버가 자신의 사업분야에 진출하는 것                        ",-1,"neg"
"273",2021-10-30,"얘드라 에스크하지말고 옾챗걸어놔 나일부러 카카오는 국내기업이라 고소쉬울거같아서 저거걸어놨음 머  나랑트친하고싶다면 대 로말하는깡을보여러",0,"neu"
"274",2021-10-30," 내년까지 희망 없다  카카오 주가 급락 이유 대통령 선거는 주식시장에 기회이자 위기입니다  변화를 통해 급성장하는 기업이 나타나고  이를 계기로 위축되는 회사가 생겨나기도 합니다  하지만 선거 때마다 항상 피해를 입는 업종이 있습니다                         ",1,"pos"
"275",2021-10-30,"     기업 실적발표 일정      수        카카오게임즈  컨콜        수        위메이드      목        카카오      금  웹젠      화                  수        게임빌       수        컴투스       목        펄어비스       목        엔씨소프트       목        더블유게임즈",0,"neu"
"276",2021-10-29,"           자기네들만 편한쪽으로 일하는게 습관이 된 갑질 기업의 대표주자에요  카카오쪽 돈 안쓰면서 사는게 목표인데 매우 힘듭니다     급하면 카카오 택시 부를 수 밖에 없어서    젠장 ",-1,"neg"
"277",2021-10-29," 공동번영    부의 공유 이니셔티브      젠부 꽁찬당 구호 민간기업 없애고  인민공사  맹글거나  믕은이네   호실로 다 상납하라 이거쥐    카카오도 탈탈 털어서 상납하고  삼승생맹도 박박 긁어 상납하라카믄   공동번영 으로 가는 초석이 되고  음층난 공헌을 하능거   ",-1,"neg"
"278",2021-10-29," 영원한 건 없다    혁신 기업 카카오  국민 기업  생태계 파괴자   혁신의 아이콘  카카오에 대한 비판이 거세지고 있다   카카오  김범수  카카오   카카오톡  애니팡  카카오뱅크  대리운전  스크린골프장  미용실  꽃배달  퀵서비스  소상공인  택시기사  이포커스                        ",0,"neu"
"279",2021-10-29,"주식시장에 상장되어 있고 유통주식수가    만주 이상  소액주주수가      명 이상   년간 총거래대금이      억원 이상인 보통주식 중에서 시가총액과 재무상태 등을 감안하여 선정한 기업이 발행한 주식을 기초자산으로 하는 선물상품 입니다  카카오주들      ",2,"pos"
"280",2021-10-29,"한주간 많이 본 글로벌 뉴스 인건비 원자재값 올라도   식품  대장 끄떡없네 카카오                              해외  주식  경제  시장  글로벌  세계  비즈니스  기업  뉴스                        ",3,"pos"
"281",2021-10-29,"윤미향 일본 전범 기업 외판원    일본 과자 먹고 사진 짤     에 올려       방탄소년단  친일파         한국  민주당                                                           미소  국민의힘  윤미향  불쌍한할머니들 그만팔어   감방에꼭 들어가길  카카오  카카오페이  일본전범기업외판원                        ",2,"pos"
"282",2021-10-28,"기본적으로 내가  카카오 를 약탈기업으로 판단했다는건   기업의 타이틀이던 우주밖 기업이던 진부하고 고리타분한 권위주의 기업이란 의미임  지속가능한 혁신은 이런걸 의미함  면접관이 면접을 받아야 하고 피면접관이 면접을 했으면 더 어울렸을 듯    그게 쉽지가 않아요                            ",1,"pos"
"283",2021-10-28,"기본부터 알아라  카카오 면접장에서 벌어진 일    구직은 대부분 면접자와 피면접자의 욕구에 큰 차이가 있다  이런걸 이야기 하려는 시도는 아니고  진부해지니깐      기업은 기존기업과의 차별화  혁신화를 의미하는데  기업이 그렇다고 그 안의 모든 사람이 그렇지는 않다는거    이게 핵심임 ",1,"pos"
"284",2021-10-28,"카톡 앱 내에서는 키보드로 답장 보내기도 안 되네 진짜 대단한 기업이다 카카오   ",-2,"neg"
"285",2021-10-28,"클럽하우스는 지난  월   억 달러 한화 약  조    억원  규모의 기업 가치를 인정받으며  시리즈  투자 유치에 성공했다  음성     카카오  음  출시 한 달  클럽하우스랑 뭐가 달라                         ",5,"pos"
"286",2021-10-28,"기업가치      억원  카카오톡에 밀렸던 스타트업의 대반전                           안종오 대표가 아니라 이학희 부사장으로 검색하니까 찾았당",-2,"neg"
"287",2021-10-27,"뭔데 내 스타뱅킹 혼자 가출함  나 아무짓도 안 했는데 가출했네   왜그래 카카오 랑 토스랑 기업이랑 맞따이 떴어  국민아 무슨일이야 말해보렴  왜 가출한거니                        ",0,"neu"
"288",2021-10-27,"카카오 산하 출판사인 모 기업에서는 표절이 아닌 증거로 나무위키를 꺼낸적도 있는데                          ",-2,"neg"
"289",2021-10-27,"   카카오에게 카카오  는  마지막 퍼즐 이었습니다  카카오는  카카오 콘텐츠 유니버스 를 구축하기 위해 강력한 제작 유통 밸류체인을 만들고 싶은 기업입니다 ",3,"pos"
"290",2021-10-27,"                  너무 낮다  카카오      카카오뱅크    인데  태슬라처럼 고성장하는 기업이      오마이갓 너무 저렴임 테슬라 적정    은          되어야 함 ",3,"pos"
"291",2021-10-26,"떡고물도 주지않으면서 권력층에는 블렉머니로 거래하는 전형적인 벼락부자층들  최근 재벌유명세로 위장해온 허세기업총수들이다  하이마트 선종구회장이후 호반건설 김상열회장 카카오 김범수회장 등 말로만  사회공헌 호언장담  하고 뒤에선 온갖 부정거래로 기업정의를 흙탕물로 변질시키고 있다 ",1,"pos"
"292",2021-10-26,"일론머스트 미친새낀데 테슬라 주식을 사야되나 고민해야하는게 싫다  카카오 기업 불매하고싶은데 불매는 할 수 있는 상황이 아니고 카카오 공모주 청약 할려고 아침   시를 기다렸다   시험보고 자느라 못함  내가 싫어하는 기업에 투자하기싫은데 돈은 벌고 싶은 모순적인 내 마음이 싫다 ",-8,"neg"
"293",2021-10-26,"미납 기업에 카카오페이지도 있네    카카페는 음악 저작권할게 머있다고 돈을 안 내냐    요즘 카카오 안 좋은 짓하는거에 다 걸려있네    내 주식   주르륵",2,"pos"
"294",2021-10-26,"개짜증나죽겟네   카카오이시팔 지는 대기업이라고 진짜   나는소기업인데  ",-2,"neg"
"295",2021-10-25,"  페이스북 악행 사항들      뉴스 들 확인   카카오      과 마찬가지로  일반인들  근로자들의 먹거리를 뺏어가는  근로자들  일반인들의 생활거리를 뻇어가는     기업 페이스북   외국인 노동자 고용    노동자 역차별        페이스북  거액 벌금 내야한다                        ",-2,"neg"
"296",2021-10-25,"                        카카오가 혁신 기업일까  답은 아니다  기존 사업을   을 이용해 사용자에게   만 바꿔 교묘하게 이용해 먹는 약탈자 일 뿐이다  앞으로 카카오는 국민의 저주를 받게 되도 할 말이 없을 것이다 ",-2,"neg"
"297",2021-10-25,"                 홈페이지와 함께하는 회원가입   채널추가       경기도 기업이라면 누구나     홈페이지 회원가입       카카오톡 채널 추가하면 스타벅스 아메리카노 증정      카톡채널                               홈페이지                                                  ",1,"pos"
"298",2021-10-25,"   시장규모가 급성장함에 따라 기업들도 속속    사업에 뛰어들고 있다  카카오는 블록체인 자회사 그라운드 를 통해 디지털 지갑 클립      을 서비스하며    영역으로 사업을 확대하고    원글                                                  ",3,"pos"
"299",2021-10-25," 카카오  내년 엔터 상장  콘텐츠 모멘텀 주목    다음 뉴스                          카카오엔터 산하 아티스트 경쟁력이 더보이즈  스테이씨를 통해 확인돼       기획사로 기업 가치 급증이 예상된다 고 분석했다 ",5,"pos"
"300",2021-10-24,"소신발언  회사때문에 버블 알람 꺼놓고    눈 질끈 감고 주식어플 켜보듯 가끔 켜봄      어쩌면 제노라는 남성아이돌이    삼성네이버카카오보다     효자기업    ",1,"pos"
"301",2021-10-23," 삼성 카카오 아니죠  월급 평균     넘는다는 국내기업 사원의 일상                        ",-1,"neg"
"302",2021-10-22,"            지금 확인해보니 핑크퐁    카카오게임즈 틱톡도 잇구 그리곤 다    위주인 것 같은데 부코같은개 아니라 다 기업들이 와서 하는거라  ",-1,"neg"
"303",2021-10-22,"예금주 김   기업 은행                카카오              하나                신한              신규계좌 우리             ",0,"neu"
"304",2021-10-22,"나는 근데 카카오보다 네이버를 좋 아함  네이버한테 별 생각 없  지는 않고 네이버페이포인트진짜너무달콤함        카카오가 커머스 시장독점하는 거 보고 이새끼도 결국 머기업이구나    하면서 정떨어졌었음",-2,"neg"
"305",2021-10-22,"기업들 수익구조 진짜 이상해 상생하는게 아니라 다 아래를 등처먹고 올라간 기업들이야   배민 카카오 문제가 아니라 하청으로 들어간다면 대기업도 끝없겠지   모든 나라가 이렇다면 할 말 없지만 넘 인류애 없지않나요",-7,"neg"
"306",2021-10-22," 그것이 알고 싶다 에서는 서울 서초구의 한 풍력발전 전문 기업에서 발생한 이른바  생수병 독극물 사건 에 대해 잘 아시거나  생수를 마시고 의식을 잃은 피해 직원분들의 연락을 기다립니다                                     카카오톡플러스친구   그것이알고싶다                        ",-1,"neg"
"307",2021-10-22,"              카카오랑 뱅드림 콜라보도 진행한적있어서 저작권은 문제 없을꺼애요 중견기업하고 좆소하곤 규모가 다르니",-1,"neg"
"308",2021-10-22," 삼성 카카오 아니죠  월급 평균     넘는다는 국내기업 사원의 일상  출처   피클코   네이버 포스트                         ",-2,"neg"
"309",2021-10-22,"신한은행 맥에서 툭하면 이러는데    카카오뱅크나 토스뱅크는 기업뱅킹 안하시나요   하는데  나만 모르나                         ",-2,"neg"
"310",2021-10-22,"한국의 대표 플랫폼 기업 카카오의 김범수 의장이 이번 국정감사에 세 번 증인으로 나왔다  각각 다른 상임위에서 의원들은 대기업의  갑질 을 반복해 추궁했다  김 의장의 답변은 작정한 듯  죄송하다 로 수렴됐다  골목 상권을 침해하고  문어발식 사업 확장을 했다며 거듭 고개를 숙였다  김신영 ",-2,"neg"
"311",2021-10-21,"국정감사에서 화천대유의 진실을 밝히고  중도상환수수료 인하  공매도 제도개선  주택연금 제도개선  보이스피싱 개선을 이끌어 내는 등 민생에 중요한 성과들도 많았습니다  또한 카카오톡과 쿠팡  효성 등 플랫폼 기업과 대기업에도 상생을 위한 방안을 마련해 주실 것을 당부드렸습니다 ",5,"pos"
"312",2021-10-21,"솔찍히 카카오를 잇는 양애취 기업 아닌가효        아 만두나 만들어 ",1,"pos"
"313",2021-10-21,"지금 엔터 쇼핑 삼파전 씨제이  카카오  하이브 나중에 소기업이랑 저 셋만 남을듯",0,"neu"
"314",2021-10-21,"카카오보단 씨제이가 낫긴한데 너무 제한없이 커질까봐 걱정됨 난 씨제이도 사실 조아하는게 아니라    방송사를 가진 기업에 엔터사업이면 좀 걱정되긴함 지금도 저 지랄인데 얼마나 더 지랄떨까싶음",-4,"neg"
"315",2021-10-21,"문어발식 기업확장을 하는 카카오는 과거 선단식 재벌과 별 차이가 없다  인터넷  전자결제  콜택시  엔터테인먼트  금융까지 아우르는 신흥재벌인 것이다  혁신의 가면을 쓴 카카오는 한국경제를 좀먹는 기생충이 되어가고 있다 ",-2,"neg"
"316",2021-10-20,"쿠팡이나 카카오가 하는짓 보면 기업은 무조건 제동을 걸어야 함 더 커지면 삼성 되는거임",1,"pos"
