,date,text,score,senti
3035,2020.08.07.,금융정보 받는 빅테크 검색정보는 비공개… 독과점 지위 차지하면 품질가격 나빠질 것,-2,-1
3036,2020.08.08.,토요워치 1명 뽑는데 반년기업들 사이드허슬러 거르기 고군분투,0,0
3037,2020.08.09.,기부 내역 공개소액 기부 가능… 젊은 세대 참여율 높다,9,1
3038,2020.08.09.,中위챗 때리면 우리가 다쳐…백악관에 읍소한 애플디즈니,0,0
3039,2020.08.09.,수익성 악화에 새 먹거리 찾는 카드사들 마이데이터 시장 잡아라,1,1
3040,2020.08.09.,그립습니다남편 없이 얼마나 힘드셨을까… 엄마 정말 죄송 죄송해요,-4,-1
3041,2020.08.09.,Deep  wide 트럼프 떠나고 바이든이 오면 화웨이는 무사할까,0,0
3042,2020.08.09.,틱톡 빠르면 11일 미 정부 상대 소송…트위터도 틱톡 인수전 참여,7,1
3043,2020.08.09.,기자의눈기본 잊은 배달 대행업체,0,0
3044,2020.08.09.,네이버 덕에 인지도 높였지만이용자 늘지않는 보험다모아,1,1
3045,2020.08.09.,오늘의 레이더M 뉴스 8월 13일,0,0
3046,2020.08.09.,어르신시각장애인들 QR코드 출입 어떻게 하는건가요,0,0
3047,2020.08.09.,틱톡 인수 재촉하는 美… 글로벌 IT 패권 견제 속내,7,1
3048,2020.08.09.,大魚들 거느린 IPO 갑부에 쏠린 눈…넷마블 상장 앞둔 카카오게임즈빅히트 지분 가치 부각,2,1
3049,2020.08.09.,시온의 소리 생기 나누기,0,0
3050,2020.08.09.,오늘의 CEO통신금융 섭렵 이문환 행장 케이뱅크 재건 선봉장으로,1,1
3051,2020.08.09.,ESG 실천의지위기 대응능력 추가윤종규 회장 ‘3연임’ 맞춤형 후보로,1,1
3052,2020.08.10.,박정서 다음웹툰 대표 “만화는 가치있는 시간 낭비다”,0,0
3053,2020.08.10.,“집은 못사 주식사자” 빚내 ‘영끌투자’ 나선 개미들,2,1
3054,2020.08.10.,유통 단신현대百 무역센터점에 伊가구 ‘폴리폼’ 매장 外,0,0
3055,2020.08.10.,사랑합니다내 큰오빠 극진히 모시더니… 고모인 나에게도 정성,2,1
3056,2020.08.10.,테마株 멀리한 동학개미…삼성전자 93兆 순매수,2,1
3057,2020.08.10.,케이뱅크 ‘모바일 주담대’ 승부수… 불붙는 핀테크戰,0,0
3058,2020.08.10., Leadership 클래스윤호영 금융계 판 갈아엎은 ‘혁신의 메기’…“결정은 실무자가 책임은 내가”,2,1
3059,2020.08.10.,사람人카카오라는 이름에 한계 없다 시즌2 준비하는 모험가,-2,-1
3060,2020.08.10.,글로벌 사업 불똥 튈라미중 틱톡 분쟁에 숨죽이는 한국 IT,-3,-1
3061,2020.08.10.,코로나19 재확산에 코스피 2400선 붕괴코스닥은 800선 턱걸이,-2,-1
3062,2020.08.10.,장외로 번진 투자열기제2의 씨젠 찾기…코넥스 KOTC 기웃,1,1
3063,2020.08.10.,카카오페이지 제작사 크로스픽쳐스 인수…글로벌 슈퍼 IP 키운다,8,1
3064,2020.08.10.,케이뱅크 주담대도 비대면시대,1,1
3065,2020.08.10.,“전자파 오염수…카카오 데이터센터 진짜 혐오시설”,-1,-1
3066,2020.08.10.,코로나 쇼크 이후 주가 3배 뛴 카카오 실적으로 증명할까,1,1
3067,2020.08.10.,코로나 재확산에 놀란 동학개미… 증시 두달 만에 최대 낙폭,-3,-1
3068,2020.08.10.,신비아파트도 방구석 1열가족뮤지컬 온택트 진화,1,1
3069,2020.08.10.,선착순 5만명 커피쿠폰…금융 앱 ‘오픈뱅킹’ 잡아라,2,1
3070,2020.08.11.,채용공고 사라진 게시판 매일 연습용 자소서 씁니다,-1,-1
3071,2020.08.11.,삼성카드 해외서도 폰만 대면 결제 끝,-2,-1
3072,2020.08.11.,삼성전자 68조 1위 수성 카카오 성장률 47 최고,4,1
3073,2020.08.11.,9월 상장 앞두고 기대감 키워가는 카카오게임즈,1,1
3074,2020.08.11.,금감원에 힘 실어준 與‥분조위 배상안 금융사는 무조건 수용하라,-1,-1
3075,2020.08.11.,단독모빌리티 혁신 또 위기카카오T벤티 직영택시 철수,-1,-1
3076,2020.08.11.,카카오M과 쇼노트의 시너지 3년내 가시화할 것,1,1
3077,2020.08.11.,3배 수익 얻자 美원정가는 개미,3,1
3078,2020.08.11.,8월 19일 알림,0,0
3079,2020.08.11.,3자 연합 한진칼 워런트 확보조원태 백기사 찾는다,3,1
3080,2020.08.11.,그립습니다왜 그리 급하게… 안아드리지도 못하고 보낸 시부모님,-4,-1
3081,2020.08.11.,식의약 新안전지대 미래 안심사회 연다‘희귀藥’ 공급중단 미리막고 국내생산 시키고… 특수질환자에 ‘생명줄’,-1,-1
3082,2020.08.11.,카뱅 장외서 주당 10만원 이용우 의원 500억 놓쳤다,1,1
3083,2020.08.11.,빵도시락전통주까지삼시세끼 정기구독 시대 활짝 총성 울린 유통가 언택트 레이스,1,1
3084,2020.08.11.,위기를 기회로 바꾼 카카오SKT,-1,-1
3085,2020.08.11.,두나무 삼정KPMG카카오페이증권과 스타트업 육성 협업,2,1
3086,2020.08.11.,포털 악플에 극단 선택도…‘100 아웃링크’ 도입해야,-4,-1
3087,2020.08.11.,이동재 공소장 대화 순서 뒤바꾸고 내용 왜곡,0,0
3088,2020.08.11.,삼성전자 68조 1위 수성 카카오 성장률 47 최고,4,1
3089,2020.08.11.,카카오 김범수 호우 피해복구에 10억어치 주식 떼어 내놨다,-1,-1
3090,2020.08.11.,글로벌 협업 메신저 노션 국내 상륙,2,1
3091,2020.08.11.,전화성의 기술창업 Targeting130 미용실 O2O의 혁신 공유경제 본질을 따르다,1,1
3092,2020.08.11.,기고 인도중국 충돌과 한국의 기회,0,0
3093,2020.08.11.,10년만에 처음개미 픽 코스피 상승률 넘었다,0,0
3094,2020.08.11.,대기업 집중호우 피해 지역에 온정의 손길,-1,-1
3095,2020.08.11.,개미의 진화 코스피를 들어올린다…2400 돌파,7,1
3096,2020.08.11.,해외 기관투자자 대상 온라인 IR,2,1
3097,2020.08.11.,경제 또다시 ‘휘청’… 힘 빠지는 ‘V자 반등론’,3,1
3098,2020.08.12.,출근길부터 야식주문까지…하루 600만건 디지털 페이로 결제,-1,-1
3099,2020.08.12.,부고 강호신씨 별세 外,-2,-1
3100,2020.08.12.,카카오게임즈크래프톤 상장…텐센트 웃는다,2,1
3101,2020.08.12.,역대급 폭염이라더니…긴 장마에 아이스크림은 웁니다,-1,-1
3102,2020.08.12.,NOW 온라인 수업에 스마트폰 사용 늘자… 청소년 몸캠피싱 피해 月 100건 넘어,-4,-1
3103,2020.08.12.,코로나 충격 아모레 디지털 동맹으로 위기탈출,-2,-1
3104,2020.08.12.,네이버 시장장악 우려에힘겨루기 나선 보험업계,0,0
3105,2020.08.12.,확 바뀌는 알뜰폰더 싸고 더 다양해진다,0,0
3106,2020.08.12.,이성윤 수사팀 한동훈 카톡비밀번호까지 바꿔가며 뒤져,-3,-1
3107,2020.08.12.,전성인 칼럼산으로 가는 문재인 정부 정책들,0,0
3108,2020.08.12.,신창재 회장 “양손잡이 경영해야 살아남아”,0,0
3109,2020.08.12.,‘알뜰폰 단말기’ 공동조달 체계 만든다,2,1
3110,2020.08.12.,기고 은행 vs 핀테크 손안의 금융 경쟁,-1,-1
3111,2020.08.12.,이동재 前기자 곧 기소…한동훈 공범 담을지 주목,-1,-1
3112,2020.08.12.,선수 잡는 악성 댓글… 네이버카카오 뒤늦게 스포츠뉴스 댓글 폐지,-4,-1
3113,2020.08.12.,검찰 수사 막힌 한동훈 공모 밀어붙일까,-3,-1
3114,2020.08.12.,금감원 보이스피싱 환급금 업무에 모바일 전자등기우편 도입,0,0
3115,2020.08.12.,카카오게임즈크래프톤 상장…텐센트 웃는다,2,1
3116,2020.08.12.,국내 3대 포털 스포츠 뉴스 댓글 잠정 폐지,-1,-1
3117,2020.08.12.,네이버 집중호우 피해복구에 15억 기탁,-1,-1
3118,2020.08.12.,‘기업공개 대어’ 양손에 쥔 방준혁 하반기도 ‘장밋빛’,1,1
3119,2020.08.12.,IPO 大魚 카카오게임즈 최대 3840억 공모,2,1
3120,2020.08.13.,구글 앱마켓 수수료 논란에 칼빼든 정부,-2,-1
3121,2020.08.13.,기고 혼돈의 시기 2020년… 금융투자 해야 한다면,-1,-1
3122,2020.08.13.,비대면 바람 타고 카카오뱅크 ‘순항’,1,1
3123,2020.08.13.,‘블록체인클라우드’ BaaS 전성시대… 30조 시장 잡아라,1,1
3124,2020.08.13.,오늘의 서울 톡,0,0
3125,2020.08.13.,‘카뱅’ 상반기 순익 453억…이용자 접속 수 1위,1,1
3126,2020.08.13.,주요 상장사 3분기 실적 반등,4,1
3127,2020.08.13.,대한항공 2분기 영업익 1485억 ‘깜짝 실적’,0,0
3128,2020.08.13.,“비대면 수요 증가”…대기업 콘텐츠온라인 사업 대거 확장,5,1
3129,2020.08.13.,모바일 게임 흥행…女心에 달렸다,2,1
3130,2020.08.13.,코로나 공포에 개미들 팔자…실적 좋은 BBIG는 꿋꿋,-1,-1
3131,2020.08.13.,인터넷銀 넘어 종합 플랫폼 입지 다지는 카카오뱅크,1,1
3132,2020.08.13.,한동훈 유심칩 압수한 檢 증거인멸 지푸라기 잡으려 한 듯,-1,-1
3133,2020.08.13.,화웨이틱톡위챗까지…美 중국 IT 때리기 확산,-2,-1
3134,2020.08.13.,트럼프 中 틱톡위챗 퇴출 압박…‘모 회사와 거래 금지’ 행정 명령,-2,-1
3135,2020.08.13.,검언 유착 수사 4개월…검찰 ‘운명의 한 주’,-1,-1
3136,2020.08.13.,내비는 도로침수를 어떻게 실시간으로 파악할까,0,0
3137,2020.08.14.,카카오 日콘텐츠 공룡 ‘가도카와’ 지분 49로 늘려,1,1
3138,2020.08.14.,카카오 신사업 3인방 ‘안정적 궤도’… 내년부터 결실 맺는다,2,1
3139,2020.08.14.,경북도 농특산물 쇼핑몰 ‘사이소’ 매출액 급증,2,1
3140,2020.08.14.,“새로운 소비 패턴 찾아라” 온라인 모델 혁신 타고 초고속 성장,6,1
3141,2020.08.14.,카카오게임즈 증권신고서 제출…9월 내 상장 예정,1,1
3142,2020.08.14.,내달 텐트폴서 예술영화까지 쏟아진다,-1,-1
3143,2020.08.14.,상하이증시 생산소비투자 경제지표 발표 촉각,1,1
3144,2020.08.14.,딱 걸린 유튜버 뒷광고… 이젠 ‘광고 장난’ 안통해,-1,-1
3145,2020.08.14.,차기 주도주 놓고…美 이제는 가치주 韓 그래도 성장주,0,0
3146,2020.08.14.,장 중 기업공시8월 6일,0,0
3147,2020.08.14.,코스피 2400선 돌파…언제 추락해도 이상하지 않지만 더 오를 이유도 충분하다,5,1
3148,2020.08.15.,위대한 생각①코로나發 디지털 대전환…테슬라 혁신서 배워라,2,1
3149,2020.08.15.,코로나 정부 담화 예고 후 증시 낙폭 커졌다,-2,-1
3150,2020.08.16.,도서정가제 합의 폐기… 출판계 “靑 지시” 문체부 “여론 고려”,0,0
3151,2020.08.16.,테마기업2020집중호우 피해 지원 앞장서는 평판 좋은 기업이 최고 직장,4,1
3152,2020.08.16.,알립니다올해 ‘에이팜쇼’ 온라인으로 찾아갑니다,0,0
3153,2020.08.16.,‘성장 기대’ 커지는 현대차…주가 15 급등,8,1
3154,2020.08.16.,게임IT업계 상반기 연봉킹 택진이형,0,0
3155,2020.08.16.,예탁금만 50兆…V자 반등 이끈 앤트파워는 계속된다,4,1
3156,2020.08.16.,카뱅토스 설립뒤 첫 금감원 검사 받는다,2,1
3157,2020.08.16.,국내 생수산업 개척 제주삼다수 22년간 부동의 1등 생수로,1,1
3158,2020.08.16.,카카오뱅크 질주…상반기 순익 5배 급증,2,1
3159,2020.08.17.,미래포럼MaaS 활성화를 위한 제언,1,1
3160,2020.08.17.,수수료 10배 싸게…카카오發 ‘음식배달’ 태풍 예고 IT선빵,-2,-1
3161,2020.08.17.,카뱅도 못한 비대면 담보대출…케뱅은 무슨 재주를 부렸나,1,1
3162,2020.08.17.,카카오게임즈 수요예측 1000대1 돌파…공모가 최상단 갈듯,7,1
3163,2020.08.17.,세계 100대 ICT 기업 중 한국은 삼성 하나뿐 중국도 12개,0,0
3164,2020.08.17.,文대통령 수익률 56,1,1
3165,2020.08.17.,연고점 또 갈아치운 ‘코스피’ 얼마나 더 오를까,0,0
3166,2020.08.17.,코로나 쇼크 이후 주가 3배 뛴 카카오 실적으로 증명할까,1,1
3167,2020.08.17.,변동성 커지자 동학개미 움찔나흘째 빚투 줄었다,-1,-1
3168,2020.08.17.,이동재한동훈 두달간 327번 연락…내용 확보는 못해,-1,-1
3169,2020.08.17.,티몬 8월 라스트위크 풍성한 혜택…25일 수능 D100 특별 기획전도,2,1
3170,2020.08.17.,CJ제일제당 코로나19에 실적 방긋…투자 성과 얻으며 재무도 안정화,4,1
3171,2020.08.17.,코웨이 매트리스 케어 서비스 선물 이벤트 실시,2,1
3172,2020.08.17.,온라인게임버스정류장… ‘연놈’ 논쟁 제대로 붙었다,0,0
3173,2020.08.17.,대형폐기물 수거 신청 강동구선 ‘카톡’으로 해결,1,1
3174,2020.08.17.,언택트 3인방 질주…시총순위 지각변동,2,1
3175,2020.08.17.,카드업계 채용 디지털 인재 모시기,1,1
3176,2020.08.17.,이마트카카오뱅크 합작 ‘26주적금’ 금융상품 출시,1,1
3177,2020.08.17.,현대렌탈케어 챗봇 서비스 도입,2,1
3178,2020.08.18.,임현우의 Fin 토크 3년 전 네이버가 당했다는 역차별,-1,-1
3179,2020.08.18.,고마워요 언택트 김범수 주식가치 8조 이재용 제쳤다,2,1
3180,2020.08.18.,MK라씨로 적중률 놀랍네…매수신호 종목 잇단 깜짝실적,2,1
3181,2020.08.18.,권영설의 경영칼럼 전자상거래 마을,0,0
3182,2020.08.18.,되살아난 3월 악몽에개미들 5300억 던졌다,-3,-1
3183,2020.08.18.,주담대보다 낮아진 신용대출금리… 은행 “이런 경우 처음”,1,1
3184,2020.08.18.,이코노 브리핑 LG 신형 올레드 ‘美 최고의 TV’에 외,2,1
3185,2020.08.18.,홍태화의 현장에서 삼성화재 잡자고 네이버를…,-2,-1
3186,2020.08.18.,이젠 K마블이다 ‘승리호’ 영화ㆍ웹툰 동시 출격… 마블 어벤저스처럼 세계관 짓는다,3,1
3187,2020.08.18.,주거래은행 ‘29년 된 계좌’보다 300만원 예금을 더 우대,1,1
3188,2020.08.18.,美 이번 타깃은 ‘틱톡’… G2 갈등 ‘앱전쟁’으로 번지다 세계는 지금,-2,-1
3189,2020.08.18.,금융사는 규제로 발목잡고빅테크와 공정경쟁하라니,-6,-1
3190,2020.08.18.,Digital 넷플릭스만 본다고 국산 OTT도 꿀잼,1,1
3191,2020.08.18.,“1단계 무역합의 큰 의미없다”… 트럼프 ‘中 때리기’ 올인,-4,-1
3192,2020.08.18.,신문과 놀자피플 in 뉴스노블레스 오블리주 실천하는 김범수 의장,0,0
3193,2020.08.18.,이마트에서 적금 가입하고 할인 받으세요,2,1
3194,2020.08.18.,코로나19에 엇갈린 주가…언택트 뜨고 컨택트 지고,-1,-1
3195,2020.08.18.,단독 카카오뱅크케이뱅크신한은행 디도스 공격 받았다,0,0
3196,2020.08.18.,아이오로라 KB국민은행과 꿈을 담은 나만의 학생증 발급식 개최,0,0
3197,2020.08.18.,1200만 언택트 카카오뱅크 홀로 호실적 달렸다종합,-1,-1
3198,2020.08.18.,카카오 20억 네이버 15억…수해돕기 성금 줄이어,1,1
3199,2020.08.19.,천자 칼럼 이제는 기상 망명족까지,-1,-1
3200,2020.08.19.,유상증자에도 개미투자자 몰려든다,0,0
3201,2020.08.19.,“한 푼도 헛되이 쓸 수 없어”…코로나 장기전 대비한 금융상품들,-3,-1
3202,2020.08.19.,네이버의 10배 넘게 데이터 쓰는 구글 망사용료는 안 내도 되나인사이드인사이트,0,0
3203,2020.08.19.,원하는 캐릭터메시지 담아…카카오페이카드2 커스텀형,1,1
3204,2020.08.19.,트럼프 “틱톡 45일내 MS에 넘겨라”…다음은 위챗,0,0
3205,2020.08.19.,7월 기업공개IPO 급증코로나19 여파 벗어났나,-1,-1
3206,2020.08.19.,출격 앞둔 IPO 대어들시장 낙수효과 기대감 증폭,2,1
3207,2020.08.19.,이번주 추천주삼성물산LG 자회사 수혜 기대,5,1
3208,2020.08.19.,코로나 재확산에 IT게임업계 재택근무 전환,-1,-1
3209,2020.08.19.,새 게임 흥행 김택진 엔씨소프트 대표 상반기 보수 133억 ‘연봉킹’,1,1
3210,2020.08.19.,스벅 커피값 오르나…원두카카오설탕값 급등,5,1
3211,2020.08.19.,수재복구 함께…한화GS네이버카카오현대百 등 줄 잇는 성금,3,1
3212,2020.08.19.,상장사 따로 더 규제하겠다는 與,-4,-1
3213,2020.08.19.,핀테크만 유리…마이데이터 역차별 논란,-2,-1
3214,2020.08.19.,사랑합니다아픔고단함 잊고 자식들 위해 63년… 8남매가 감사드려요,4,1
3215,2020.08.19.,쿠콘 데이터 수집연결 기술 관련 국내외 특허 취득,1,1
3216,2020.08.19.,울산시 “지진 등 ‘재난 대응 누리집’ 개발해 운영”,-5,-1
3217,2020.08.19.,태생이 다른 대박 굿즈 라이벌…스타벅스vs던킨,2,1
3218,2020.08.19.,금감원 민원 결과 카톡으로 받는다,-1,-1
3219,2020.08.19.,호조세 암호화폐 시장 비트코인알트코인 주요 종목 상승,3,1
3220,2020.08.19.,부고 고문석씨 별세 외,-2,-1
3221,2020.08.20.,신협 온뱅크 앱 예적금 1조원 돌파…가입자 40만명 유치,7,1
3222,2020.08.20.,은행서 만든 ‘뱅크사인’…은행이 외면,-1,-1
3223,2020.08.20.,“싼값 아파트 나오면 허위매물 신고”… 경기 집값 담합 주민 등 80명 적발,-4,-1
3224,2020.08.20.,일본 찍고 대만 가요,0,0
3225,2020.08.20.,광복절 아침… 박정희김대중 그리고 일본에 대한 자유를 생각한다,0,0
3226,2020.08.20.,보고싶습니다“선하게 살라” 말씀하신 할아버지… 그날처럼 비 오니 더 생각나,0,0
3227,2020.08.20.,코웨이 매트리스 케어 고객 지인 무료체험 이벤트,1,1
3228,2020.08.20.,조석래 효성 명예회장 266억…김택진 엔씨소프트 사장 133억,2,1
3229,2020.08.20.,실적악화 비씨카드 ‘케뱅’ 출자 가능,0,0
3230,2020.08.20.,사설KB 알뜰폰 오프라인 유통 확대 새바람,0,0
3231,2020.08.20.,年 1대 대출 누구냐 넌…금리우대 조건 충족 하늘의 별따기,0,0
3232,2020.08.20.,기자의눈 여성 게이머의 자리,1,1
3233,2020.08.20.,개인은 ‘전기전자’외국인은 ‘의약품’…코로나 재확산 속 ‘담은 종목’ 달랐다,-1,-1
3234,2020.08.20.,카카오페이지 제작사 크로스픽쳐스 인수…글로벌 슈퍼 IP 키운다,8,1
3235,2020.08.20.,언택트 확산 ICT대기업 몸집 불리기…카카오 계열사 100개 넘겨,2,1
3236,2020.08.20.,샤오미 “카카오쿠팡 도와줘” IT선빵,0,0
3237,2020.08.20.,재택근무 전환방역 강화… ‘코로나 재확산’에 산업계도 ‘긴장’종합,0,0
3238,2020.08.20.,빅테크 빅체인지모든 금융정보 하나로 은행의 반격,0,0
3239,2020.08.20.,SNS서 가장 많이 언급된 차 뭘까,0,0
3240,2020.08.20.,세계 100대 ICT 기업 한국은 삼성전자 한 곳뿐,0,0
3241,2020.08.20.,업무 지장 無…IT업계 자사툴 활용으로 재택 플렉스,0,0
3242,2020.08.20.,50대 남성은 대출형 여성은 사칭형 보이스피싱에 당한다,-2,-1
3243,2020.08.20.,금방 줄게 돈 좀 부쳐… 50대여성이 가장 많이 당했다,-1,-1
3244,2020.08.20.,아시아초대석윤석암 대표 T커머스가 中企의 테스트베드…성장 발판 마련해줄 것,1,1
3245,2020.08.20.,KT대리점에서 은행 계좌 만든다케이뱅크의 新 공격 경영,0,0
3246,2020.08.20.,코로나發 비대면 소비 확산…‘라이브 방송’ 유통채널 급부상,0,0
3247,2020.08.20.,“어떻게 버텨왔는데…” 코로나 재확산에 업계 패닉,-2,-1
3248,2020.08.20.,SKT카카오 3000억 혈맹 콘텐츠 전쟁 참전,0,0
3249,2020.08.20.,방송가 덮친 코로나 재확산 드라마예능 잇단 제작 중단,-3,-1
3250,2020.08.20.,하반기 게임열전카카오게임즈 ‘엘리온’‘오딘’ 양 날개 달고 비상 예고,0,0
3251,2020.08.20.,서머너즈 워에 스트리트 파이터 접목…게임도 콜라보 시대,0,0
3252,2020.08.20.,카카오 휴대폰 유통 시장 진출코로나19가 바꾼 유통 문화,1,1
3253,2020.08.20.,다시 뛰는 언택트 투톱…好실적 맞물려 상승탄력,5,1
3254,2020.08.20.,유동성 기대감 줄어 삼성전자도 4대 급락3월 패닉 가능성 낮지만 상승 둔화 불가피,-3,-1
3255,2020.08.20.,자랑합니다4대로 이어지는 외사촌 모임… 서로 반기고 다독이는 모습 뿌듯,0,0
3256,2020.08.21.,DT 앞서가자금융ICT 적과의 동침,0,0
3257,2020.08.21.,쿠팡서 사고 카톡 선물하고고기도 온라인이 대세,0,0
3258,2020.08.21.,서울시 장애인콜택시 183대 추가 투입…대기시간 25분 ‘뚝’,-1,-1
3259,2020.08.21.,금융통 의원들 개미 구하기 잇따라 발의…기업은 부담,-3,-1
3260,2020.08.21.,“함께 고통 나눠요”… 수해복구 지원 나선 재계,1,1
3261,2020.08.21.,정유 패션車화장품 ‘아웃도어’ 울고 인테리어 식품  포털 ‘인도어’ 웃었다,0,0
3262,2020.08.21.,‘빚투’ 폭증…신용융자 많은 종목 조심,-2,-1
3263,2020.08.21.,7공주와 4대 천왕,0,0
3264,2020.08.21.,넷플릭스에 울고 웃는 통신사들 ‘손잡을까 거리둘까’,2,1
3265,2020.08.21.,손안의 쇼핑 ‘라이브 커머스’ 인기 유통채널로 자리매김,2,1
3266,2020.08.21.,비대면 서비스 확장… 다이아몬드도 온라인으로 산다,2,1
3267,2020.08.22.,이 질문엔 답을 주저했네요…AI면접관에 속내를 들켰다,0,0
3268,2020.08.23.,기존업체 40여곳에 마이데이터 우선권금융당국 과열경쟁 때문,-2,-1
3269,2020.08.23.,정부가 가짜양성 만든다…가짜뉴스 코로나급 확산,-5,-1
3270,2020.08.23.,하루만에 마음바꾼 트럼프 틱톡 45일내 MS에 넘겨라,-1,-1
3271,2020.08.23.,마이데이터 시행령에 온라인 쇼핑몰 직격탄업체간 유불리는,2,1
3272,2020.08.23.,흔들리는 게임株…잘 안 풀리네,0,0
3273,2020.08.23.,카카오모빌리티 특화 서비스 카카오T 대리 프리미엄 선봬,1,1
3274,2020.08.23.,카카오커머스 육아용품 전시회,0,0
3275,2020.08.23.,Mint 빅히트는 단순한 엔터사가 아니다 애플보다 더 혁신을 얹은 기업,-1,-1
3276,2020.08.23.,훈훈한 어닝시즌…증권가 목표가 상향 줄잇는다,2,1
3277,2020.08.24.,선물하기 도입한 배민 카카오 한판붙자,2,1
3278,2020.08.24.,SKT카카오KT… 기업들 다시 재택 ‘유턴’,0,0
3279,2020.08.24.,개발자 몰리는 네카라쿠배RD 퍼스트 확산,0,0
3280,2020.08.24.,Tech  BIZ 테크 레터 병 주고 약 주는 두 얼굴의 구글,-2,-1
3281,2020.08.24.,빅테크 공습에은행 비대면대출 확 고친다,0,0
3282,2020.08.24.,IT공룡 금융진격 감시하는 세계각국,2,1
3283,2020.08.24.,주담대 보다 이자 싼 신용대출로 영끌…정부 신용대출도 죌까,1,1
3284,2020.08.24.,증권 짧게는 자동차株 올라타고…긴 호흡으론 IT바이오株 주목,1,1
3285,2020.08.24.,에픽게임즈VS애플 소송전 국내 게임사도 영향 불가피,-1,-1
3286,2020.08.24.,또 치솟은 비트코인…3년전 급등장과 뭐가 달라졌나,4,1
3287,2020.08.24.,드디어 카카오게임즈 온다…공모 신기록 예약,1,1
3288,2020.08.24.,집값 좌절 20대들 주식대박 좇아 거침없는 ‘빚투’,-3,-1
3289,2020.08.24.,더 싸고 간편…알뜰폰 역대급 지원 나온다,0,0
3290,2020.08.24.,케이뱅크 모바일로 주택담보대출 싸게 갈아타세요,0,0
3291,2020.08.24.,인건비 대폭 줄여 버틴 항공여행업면세점…흔들리는 가계가 보인다 박동흠의 생활 속 회계이야기,-2,-1
3292,2020.08.24.,카카오M “카카오TV서 오리지널 콘텐츠 공개”,0,0
3293,2020.08.24.,카카오프렌즈 대만 진출 흥행 조짐…5일만에 1만명 방문,3,1
3294,2020.08.24.,주당 30만원짜리 주식 3만원어치도 살 수 있게 허용한다,1,1
3295,2020.08.24.,스타트업 이어 IT대기업도 구글 앱 강제결제 위법,-4,-1
3296,2020.08.24.,가만있어도 이해받은 가해자…한없이 이해시켜야 했던 피해자 미투 그 후  피해자가해자조력자의 세계 상,-2,-1
3297,2020.08.24.,카카오 상장후 첫 40만원 돌파네이버도 장중 역대 신고가,6,1
3298,2020.08.24.,증시 급락에 언택트 대장주도 주춤,-2,-1
3299,2020.08.24.,VC투자 유치한 P2P도 상환지연 속출…투자자 불안 고조,-3,-1
3300,2020.08.25.,“아파트 줄게요”… 비대면 기업들 개발자 모시기 전쟁,1,1
3301,2020.08.25.,목멱칼럼빅테크의 금융업 진출 부작용 살펴야,-1,-1
3302,2020.08.25.,판교 코로나 확진자 나오자… IT기업들 다시 재택근무,-1,-1
3303,2020.08.25.,‘공유 모빌리티’ 서비스 거점으로 변신하는 주유소,1,1
3304,2020.08.25.,카뱅이마트 ‘26주 적금’ 하루만에 10만계좌 돌파,5,1
3305,2020.08.25.,전자서명법 개정안 시행령시행규칙 공개 임박,2,1
3306,2020.08.25.,임차인 합의땐 전셋값 5 넘게 올려도 된다 분쟁 부르는 답변 현장르포,-2,-1
3307,2020.08.25.,카카오 모든 사업 잘했다…또 역대급 실적종합,0,0
3308,2020.08.25.,집에서 손쉽게 운동 LGU 홈트 잘나가네,2,1
3309,2020.08.25.,단독전 금융권 참여 금융사기 막기 위한 첫 TF 회의 열린다,1,1
3310,2020.08.25.,양주 고교생들 위한 온라인 입시설명회 내달 5일 열려,1,1
3311,2020.08.25.,SC제일銀 국내 최초 키보드뱅킹 서비스에 오픈뱅킹 기능 탑재,3,1
3312,2020.08.25.,게임업계 여혐 논란 굴레 어찌할꼬,-2,-1
3313,2020.08.25.,지방시토리버치 신상 명품도 40 할인,2,1
3314,2020.08.25.,Tech  BIZ 공짜인데 게임도 되네… 불붙은 토종 OS 삼파전,2,1
3315,2020.08.25.,엄마 용돈 좀 이 말에 여성들 넘어갔다,0,0
3316,2020.08.25.,넷플릭스 나와 카카오네이버 OTT 도전장,1,1
3317,2020.08.25.,비대면금융 꺼리는 은행의 불편한 진실,-3,-1
3318,2020.08.25.,비대면 경쟁 밀리면 설 곳 없어…비장한 지방銀,0,0
3319,2020.08.25.,文 3단계 발표 경찰 세브란스 급습 판치는 가짜뉴스,-3,-1
3320,2020.08.25.,피엔케이피부임상연구센타 IPO 수요예측 경쟁률 1373 대 1 역대 최고,1,1
3321,2020.08.26.,개미들 산 종목 8 오를때 외국인기관 20대 수익,2,1
3322,2020.08.26.,아무튼 주말 코로나야 따라올 테면 따라와봐… “오늘부터 자전거로 출근합니다”,-1,-1
3323,2020.08.26.,남궁훈 개발유통 다되는 카카오케임즈 공모금으로 MA 추진,2,1
3324,2020.08.26.,전국 1845개교 등교 중단… 수도권 전면 원격수업 유턴 가능성,0,0
3325,2020.08.26.,개인이 ‘P2P 금융업체’ 투자땐 한도 2000만→1000만원으로,0,0
3326,2020.08.26.,대한민국은 피곤하다AI에 힐링 콘텐츠 요청 2배 폭증,0,0
3327,2020.08.26.,박스피 돌파 선봉장에…반도체 대신 배터리바이오가 나서,7,1
3328,2020.08.26.,일반 청약에도 兆단위 증거금흥행 최대 변수는 코로나,1,1
3329,2020.08.26.,사회적가치 민간축제 SOVAC 2020 다음 달 1일 개막,2,1
