"","...1","제목","날짜"
"4371",820,"독해진 디도스…포털·은행 공격 1년새 두 배","0"
"4372",848,"[가맹점 수수료 재산정 해법은 下]빅테크·배달앱과 형평성 문제…적격비용체계 개선도 필요","0"
"4373",882,"[광화문에서/이상훈]엇갈리는 기업 공채 바늘구멍은 커져야 한다","0"
"4374",26,"카카오 연봉 35% 올라 상승률 1위…평균 1억 돌파","0"
"4375",62,"카카오내비가 전기차 충전소 알려준다","0"
"4376",116,"카카오모빌리티, 어린이 교통안전 챌린지 동참","0"
"4377",152,"포스코·카카오도 종이를 버렸다···비대면 전자계약 폭풍성장","0"
"4378",166,"카카오모빌리티도 `어린이 교통안전 챌린지`","0"
"4379",206,"카드사 간편결제시장 확대… 카카오·네이버에 공동대응","0"
"4380",392,"문 열린 미니보험 시장...수익성↓ 투자부담↑","0"
"4381",538,"[이슈분석]무인점포 '보안', 어디까지 왔나","0"
"4382",624,"신한은행, 은행권 첫 비대면 고객 만족도 조사","0"
"4383",634,"금감원, 내달까지 은행·지주 등 6곳 종합검사","0"
"4384",636,"한겨레 디지털 독자, 벗 되어 ‘가치’ 다 같이!","0"
"4385",700,"공매도 충격 벗어나나… ‘과열종목’ 첫날 22 → 둘째날 2개","0"
"4386",766,"<사랑합니다>대머리 돼도 사랑해준다는 당신… 앞으로도 감사하며 살게요","0"
"4387",864,"KB·신한·하나·우리·BNK·JB ""인터넷은행 설립하겠다""...금융위에 의향서 제출","0"
"4388",230,"카카오손보·토스뱅크…새로운 '금융 메기'들이 온다","0"
"4389",472,"가계대출 축소·포용금융 압박에… 고신용자 ‘대출 역차별’","0"
"4390",696,"인터넷은행, 중저신용자 대출 확대 총력전","0"
"4391",738,"웹케시, 충북대병원에 연구기관 전용 인하우스뱅크 구축","0"
"4392",792,"이선호 대책위 “동방과 우리인력, 불법파견 아니라 불법근로자공급 계약”","0"
"4393",882,"가짜 표창장을 보라… 공정한 경쟁은 無罪다","0"
"4394",138,"LG, 카카오모빌리티에 1,000억 투자","0"
"4395",172,"하나은행·카카오페이도 마이데이터 본허가","0"
"4396",222,"[위클리 마켓] 大魚 카카오뱅크, 숙취음료 HK이노엔 수요예측","0"
"4397",596,"[시그널] 제주 묘산봉 개발 의식했나...한라그룹, 여주 세라지오CC만 판다","0"
"4398",670,"저축은행, 고금리 예금 경쟁…""대출 실탄 확보""","0"
"4399",712,"10억 자산가에게 물었다...64% ""여름 휴가 전 주식 더 산다""","0"
"4400",750,"‘시진핑 사상 보고서’ 제출 압박에… 中, 대필업 성행","0"
"4401",772,"강원도민 누구나 거래… 온라인 상점 ‘사고팔고’ 개설","0"
"4402",968,"[액티브ETF 시대]코스피 웃도는 수익률…한국판 ARK도 기대","0"
"4403",66,"카카오그룹, ‘페이’ 등 상장 착착 진행… 시총 3위 오를까","0"
"4404",70,"""무겁게 받아들이겠다""…카카오, 택시 자전거 요금 인상 철회했다","0"
"4405",76,"네이버·카카오 창업자가 고액 성과급 받은 까닭…","0"
"4406",158,"케이뱅크, 출범 후 첫 '흑자' 뒷심...카카오뱅크 맹추격","0"
"4407",168,"‘구독경제’ 키우는 네이버-카카오","0"
"4408",246,"카카오가 산다고?…에스엠, 사상 최고가","0"
"4409",504,"국민지원금 인프라 구축 돌입...카드업계, 정부 '윙백 지원' 또 한 번","0"
"4410",528,"없었으면 어쩔뻔…EBS 이어 백신예약불통 이들이 해결했다","0"
"4411",758,"K웹툰, 日만화시장 점령하고 넷플릭스까지 뒤집어 놓은 비결","0"
"4412",976,"카뱅, 상장 첫날 ‘금융 대장주’ 등극","0"
"4413",298,"LG디스플레이, 코엑스 주차장에 투명 OLED 설치…카카오모빌리티와 협력","0"
"4414",440,"카뱅, 연말까지 마이너스통장 대출 중단","0"
"4415",480,"규제 풍선효과…저축은행 17곳 빌려줄 돈 '바닥'","0"
"4416",652,"코로나 백신 1차 접종, 203일만에 70% 돌파","0"
"4417",668,"코로나대출 3차 연장 종지부…고승범 ""16일 발표""","0"
"4418",730,"'3분기 깜짝실적 후보' OCI·현대제철 찍었다","0"
"4419",754,"‘쓰레기집’ 색다른 기획 인상적… 국가 차원 해결방안 끌어냈으면","0"
"4420",792,"""대출금리는 무섭게 올리고 예적금은 쥐꼬리""…서민 잡는 은행","0"
"4421",850,"""프롭테크 폭발적 성장…미래엔 건설사 위협할 수도""","0"
"4422",938,"한가위에도 집콕?…랜선여행·메타버스로 떠난다","0"
"4423",68,"카카오뱅크·농협 상호금융, 전세대출 재개","0"
"4424",72,"카카오뱅크, 계좌번호 대신 금융ID 쓰는 시대 만들 것","0"
"4425",100,"-23% 추락후 반등한 카카오, 최악 지났나","0"
"4426",184,"국감장 선 카카오 김범수 “논란 죄송”","0"
"4427",208,"'오딘' 100일 맞은 카카오게임즈, 3Q 실적에 반등할까","0"
"4428",266,"한 해 마무리, 따뜻한 한경에세이와 함께하세요","0"
"4429",354,"언택트 시대, 멈춰버린 1시간 25분… KT망 장애 대혼란","0"
"4430",356,"'금융의 날' 철탑산업훈장 송민규·국민훈장 석류장 이계문","0"
"4431",478,"토스뱅크, 대출 전면 중단···출범 9일 만에 날개 꺾여(종합)","0"
"4432",676,"코스피 3000 붕괴후… 동학개미, 삼성전자 집중 매입","0"
"4433",706,"SM의 새 주인은 CJ?","0"
"4434",874,"""딱 하루 맡겨도 연2%, 대출도 2%대부터""....토스뱅크 5일 출격","0"
"4435",10,"카카오 새 대표에 류영준…여민수와 '투톱'","0"
"4436",76,"카카오, 자산-시가총액 이어 매출도 네이버 제쳤다","0"
"4437",120,"‘위드 코로나’ 이후 카카오T 호출 35% 늘어","0"
"4438",258,"카톡 이모티콘 10주년… 삶 바꾼 소통 2200억건","0"
"4439",276,"SK스퀘어, 첫 투자처는 ‘블록체인-메타버스’","0"
"4440",386,"금리인하요구권 권하지만…“연봉 얼마올라야 돼?” 답답","0"
"4441",410,"[모십니다] 내달 10일 '디지털금융 포럼 2021' 웨비나","0"
"4442",536,"KRX지수 신규 편입종목, 공매도 타깃 되나","0"
"4443",746,"MSCI코리아에 크래프톤 등 6종목 신규 편입","0"
"4444",818,"'오딘' '미르' 돌풍…3N 위협하는 중형게임사","0"
"4445",840,"정부 대출규제가 인터넷은행 호실적 이끌었네","0"
"4446",66,"네이버·카카오, 뉴스 초기화면 ‘알고리즘 추천’ 중단…‘구독제’ 전환","0"
"4447",124,"콘진원, 시즌·왓챠·카카오TV 등 OTT 콘텐츠 제작 지원","0"
"4448",158,"""10조시장 라이브 커머스 잡아라"" 네이버-카카오 양보없는 전쟁","0"
"4449",178,"카카오페이, 안면인식 결제시장 진출","0"
"4450",232,"CJ올리브네트웍스·쿠콘 `API 플랫폼 사업` 협력","0"
"4451",240,"2022년 재테크 시장전망은 '혼돈'…매경 엠플러스 함께면 '든든'","0"
"4452",320,"카뱅 '휴면예금·보험금 찾기', 5개월 만에 찾아간 돈 200억","0"
"4453",632,"“정당한 재산권 행사” vs “명백한 투자자 기망”","0"
"4454",648,"[히트상품] `응답품질 93%` 더 똑똑해진 AI상담","0"
"4455",102,"[추천이상품]농심, 카카오프렌즈와 협업...한정판 굿즈 출시","0"
"4456",120,"금융위, 네이버·카카오 '자금세탁' 들여다본다","0"
"4457",228,"네이버·카카오 등 플랫폼, 자사 상품 우대하면 불법","0"
"4458",598,"“내 이름은 그린냉장고… 안 먹는 음식 나누면 포인트가 쑥쑥 쌓여요”","0"
"4459",750,"삼성화재 14%가 디지털 가입…보험도 '비대면 바람'","0"
"4460",824,"[이코노픽] ""올해 증시는 오징어게임... 확신 대신 유연한 대응이 살길""","0"
"4461",856,"플랫폼 업계 '3월 주총'서 경영체제 대개편","0"
"4462",902,"[규제공화국]규제 허들 넘다가…토종 IT기업, 해외기업에 안방 내줄 판","0"
"4463",956,"카뱅, 주가 폭락… KB에 ‘금융대장주’ 자리 내줘","0"
"4464",990,"포스코, 시총 10위 탈환","0"
"4465",0,"네이버 카카오, 지도앱으로 코로나 원격 진료 병원 안내","0"
"4466",14,"주가 반토막 카카오.. ""3000억 규모 자사주 소각""","0"
"4467",82,"카카오, 연매출 4조→6조 '퀀텀 점프'…남은 숙제는 '이미지 쇄신' (종합)","0"
"4468",160,"카카오 QR체크인-지도 앱 서비스, 어제 낮 1시간 먹통… 이용자 불편","0"
"4469",182,"‘카카오 먹튀’ 반면교사?…상장 앞둔 기업들 “스톡옵션 1년 내 안팔아요”","0"
"4470",194,"크래프톤 '공모가 반토막'…카카오페이는 '먹튀 논란'","0"
"4471",232,"임원 '주식먹튀' 막는다…스톡옵션 주식 상장후 6개월간 못판다","0"
"4472",290,"스톡옵션 먹튀 막는다…상장 6개월 처분 제한","0"
"4473",300,"“왜 신고했어” 성범죄 가해자 전화…경찰이 신상 알려줬다","0"
"4474",400,"돈 너무 몰려…저축은행 '파킹통장' 금리 인하","0"
"4475",418,"[사설]'AI전쟁' 협업이 성패 좌우","0"
"4476",554,"노바백스 백신, 14일부터 고위험군 우선으로 접종","0"
"4477",768,"[심현희 기자의 술 이야기] 뉴욕·보스턴… 맥주 맛집이 곧 커피 맛집","0"
"4478",182,"고위공직자·가족들도 ‘공모주 열풍’ 좇았다","0"
"4479",192,"NFT 키우는 샌드박스…“6월 자체 P2E 게임 출시”","0"
"4480",300,"""우리은행 라이벌은 네이버·쿠팡""…이원덕 우리은행장 취임","0"
"4481",470,"5~11세 접종 31일부터 시작","0"
"4482",738,"'카톡 선물하기' 폭풍성장…스틱, IT투자 내공 빛났다","0"
"4483",2,"카카오, 보험도 쓱… 빅테크 첫 보험업 진출","0"
"4484",164,"미국, 상하이 총영사관 직원 철수령…중국 “방역에 대한 모독”","0"
"4485",218,"작년 '민원 1위' 증권사는 한화, 보험사는 KDB생명·MG손보","0"
"4486",292,"개미들의 대장주 힘못쓸때… 외국인이 찜한 안랩 78% 올랐다","0"
"4487",386,"개미야, 어디가?","0"
"4488",430,"두나무 4억·카뱅 1.4억…핀테크 연봉 '후덜덜'","0"
"4489",770,"뱅크샐러드, `1000억 구하기` 이달 마무리…성장정체 돌파구 마련하나","0"
"4490",502,"신용카드 2분기보다 더 쓰면 최대 20만원 돌려받는다…10~11월 시행","0"
"4491",324,"[기획]LG유플러스 디바이스기획팀 ""청소년 자기관리에 도움되는 폰 되길""","0"
"4492",78,"[생생확대경]카카오·네이버 키우는 `전금법`이 수상하다","0"
"4493",264,"최태원 대한상의 회장 “기업도 사회 일부분…기업의 새 역할 고민” 첫 일성","0"
"4494",348,"공매도 재개 카운트다운…""대차잔고 급증·실적 부진·전망치 하향 종목 경계하라""","0"
"4495",850,"[단독]공정위, 새벽배송 우윳값 담합 조사중…“제조사 요구에 응한 것""","0"
"4496",348,"[단독] ""공모가 너무 높다""…크래프톤 상장 차질","0"
"4497",812,"19일→3일 →9일까지…잔여백신 대혼돈","0"
"4498",596,"좁은 취업문 뚫는 ‘삼성 SW아카데미’ 전국으로 확대","0"
"4499",806,"현대차, 택시용 ‘스타리아’ 출시","0"
"4500",70,"카카오페이, 거래액·매출 3분기만에 작년 넘어…""비용 증가에 적자""","0"
"4501",582,"금감원 `사랑의 연탄 나눔` 활동","0"
"4502",372,"현대렌탈케어, 현대百 손잡고 프리미엄 유통망 확대","0"
"4503",676,"14兆 시장된 NFT… IT·명품기업까지 뛰어들었다 [블록체인·가상자산 2021 결산]","0"
"4504",880,"돈 내는 건 맞는데…‘넷플릭스 망대가 공정화법’ 임박","0"
"4505",992,"[고성]국내 유일 다크초콜릿 방앗간 밸런타인데이 시즌 신제품 출시","0"
"4506",20,"카카오 코인, 38조 돌파…결제수단도 된 암호화폐","0"
"4507",498,"‘카톡 천하’…소외되는 사람들","0"
"4508",860,"“카톡이 왜 안가?” 긴급업무 대혼란","0"
"4509",888,"""나도 도전해볼까""…'총상금 2억원' 대국민 오디션 주제는 '국가 발전 아이디어'","0"
"4510",26,"패스 선두에 네이버·카카오 추격… ‘인증 대전(大戰)’ 춘추전국 [심층기획]","0"
"4511",80,"네이버 카카오 이번엔 NFT 시장서 한판 제대로 붙는다","0"
"4512",102,"[포토뉴스]화천 토마토, 카카오 메이커스 판매 발송 완료","0"
"4513",734,"역대급 셀 코리아에도…外人 줍줍한 '리츠' 담아볼까","0"
"4514",962,"‘노 마스크’의 추억, 노래로 소환하다","0"
"4515",78,"공정위, 카카오 김범수 정조준…'지주사 신고 누락' 제재 착수","0"
"4516",794,"금소법 계도기간 내일 종료… 온라인 플랫폼 서비스 중단","0"
"4517",98,"[단독] 카카오 日웹툰플랫폼 '픽코마', 진출 5년만에 판매액 10억弗","0"
"4518",154,"김범수 ""카카오택시 등 수수료 내릴 것"" [2021 국정감사]","0"
"4519",376,"얀센 접종자 11월 8일부터 부스터샷···오늘밤 8시부터 예약","0"
"4520",614,"오늘의 증시 일정 (10월 26일)","0"
"4521",632,"“큐~” 사인 떨어지면, ‘홀로그램 교수’가 13개大 강단에 선다","0"
"4522",24,"""출입증 대신 카톡으로 띡""…카카오, 디지털 사원증 출시","0"
"4523",534,"위드코로나 시대… 택시 잡기 어려워졌다","0"
"4524",560,"신용 높은데 금리 왜 높지?…대출상식 깨진 이유는","0"
"4525",298,"공포만 남은 증시… 코스피 2700선도 ‘위태위태’","0"
"4526",450,"대출 나올구멍 없어서…매달 '상품권깡' 내몰리는 서민들","0"
"4527",454,"구글·MS도 찾는 '사이버 보안기업'","0"
"4528",942,"설 연휴기간 도내 주차장 1,142곳 무료 개방","0"
"4529",906,"[헬로, 블록체인] 블록체인이 꾸는 꿈, 다오","0"
"4530",194,"대기업 주도 M&A 활발… 작년 결합금액 33조로 182% 급증","0"
"4531",348,"[기자수첩] ‘민생이 된 플랫폼’ 새 정부 약속 믿는다","0"
"4532",20,"카카오·네이버 주가 회복 가능할까…""중장기 성장잠재력 유효""","0"
"4533",28,"액면분할 '카카오' 날았다…첫날 7.6% 급등, 시총 5위로 껑충","0"
"4534",156,"카카오, 웹소설 플랫폼 래디쉬 인수 추진","0"
"4535",620,"올 여름 IPO '왕좌의 게임' 열린다","0"
"4536",772,"6월부터 AI가 전화로 백신접종 일정 알려준다","0"
"4537",334,"[단독] “페미글 폭격 가시죠” 서울대 커뮤니티의 페미니즘 때리기","0"
"4538",628,"하이브·엔씨도 구축한 '디지털 협업 플랫폼'...은행도 기웃","0"
"4539",698,"토스뱅크, 6월 본인가...개발자·데이터 전문가 인재 '흡수'","0"
"4540",20,"국민·하나銀·카카오뱅크, 내달 금융소비자 실태평가","0"
"4541",22,"카카오뱅크 상장후 주가 '플랫폼 경쟁력'에 달렸다","0"
"4542",322,"당연시된 '지주사 50% 할인'···""재평가 필요"" 솔솔","0"
"4543",342,"""몸에 좋고, 맛도 있네"" 기능성 앞세운 일반식품 속속 등장","0"
"4544",416,"<그립습니다>하늘나라에서 형님·형수님 함께 편히 쉬면서 영생복락을","0"
"4545",474,"반갑다, 10대 그룹 여성 CEO…포스코·한화서 나왔네 [스페셜 리포트]","0"
"4546",304,"카카오페이 “초대형IB 도전”...카카오페이증권 ‘상장’ 예고","0"
"4547",342,"58조 몰린 카뱅 청약, 최고 기록 못 넘어","0"
"4548",580,"워싱턴 간 최태원, 美싱크탱크·기업인 만나","0"
"4549",628,"쇼핑서 금융까지 모든 것 ‘터치’로… 세계는 디지털 기업 천하 [뉴스 인사이드]","0"
"4550",818,"시청자 대신 몸을 던진다! ‘모르모트 PD’","0"
"4551",890,"인재 유치 경쟁 탓에… 상장사 스톡옵션 2조 육박","0"
"4552",894,"가상 캠핑장 만든 홈쇼핑… VR쇼룸 연 백화점","0"
"4553",438,"[성금내역] 게임 중독 남편으로 딸과 생이별한 진민지 씨에 1,743만원 전달","0"
"4554",106,"카카오뱅크, 고객 1700만명 넘었다...‘8초에 1명씩 증가’","0"
"4555",474,"유상증자 실적 올린 KB증권…주식·회사채 발행 모두 1위","0"
"4556",482,"[사설]넷플릭스, 이익이 있다면 대가도 지불해야","0"
"4557",252,"[사설] 카카오·네이버가 국회서 약속한 사회적 책임 이행하라","0"
"4558",780,"[단독] 당근마켓, 적자 돌파구로 '라방' 찍었다","0"
"4559",546,"장 마감 후 기업공시[11월 24일]","0"
"4560",634,"3년간 SSAFY로 진로 찾은 구직자 2091명","0"
"4561",804,"입점업체 수수료 다 내리는데, 온라인몰만 올렸다","0"
"4562",874,"성주경찰서 2021년 치안고객만족도 경북도 1위","0"
"4563",938,"[권헌영의 데이터혁신] 지금은, 디지털 교육 구국 정신이 필요한 때","0"
"4564",266,"팔지도, 사지도 못해…개미 ""株울증 걸릴 지경""","0"
"4565",946,"""車·금융 등 전통산업, 플랫폼 통해 ‘디지털 전환’ 앞당겨야""[인터뷰]","0"
"4566",204,"기업결합 첫 1000건 돌파…플랫폼기업 심사는 ‘구멍’","0"
"4567",646,"넷마블도 자체 코인 MBX 유통 시작… 게임 시장에 부는 NFT 바람 거세다","0"
"4568",54,"출범 2주년 카카오페이증권…""커피 대신 테슬라 선물""","0"
"4569",132,"60세 이상 4차 접종 실시…15일 거리두기 조정 주목","0"
"4570",412,"[사설] 은행들 대출 경쟁 나서는데, 금융당국 방관만 할 건가","0"
"4571",450,"[이코노브리핑] 신한금투, ESG 유동화사채 발행 외","0"
"4572",676,"최태원 “가족경영 논란 많지만, 전문경영인 체제도 문제 있어”","0"
"4573",36,"현대차·카카오·티맵·한전, 전기차 충전플랫폼 시장 '격돌'","0"
"4574",892,"박용진 의원 ""ICT강국에 공매도는 여전히 '손'으로…전산시스템 의무화 시급""","0"
"4575",752,"경찰, ‘대규모 환불사태’ 머지포인트 수사 착수","0"
"4576",156,"[단독]카카오, 헤어샵 접는다...스크린골프 철수는 난항","0"
"4577",102,"서울시, 카카오와 공공 AI 서비스 개발·확산","0"
"4578",384,"백신 이상반응으로 6주내 입원 치료 받았으면 ‘방역패스’ 빼준다","0"
"4579",558,"케이뱅크, 행운상자 이벤트 대폭 축소","0"
"4580",372,"고승범 ""대출 연장·이자 유예 등 소상공인 고충 감안해야""","0"
"4581",530,"다 같은 메타버스? SKT 이프랜드, 로블록스·제페토와 뭐가 다르나 봤더니","0"
"4582",692,"코로나 서비스로 훨훨···‘네카오’ 인증서, 통신3사 PASS 맹추격","0"
"4583",972,"""하마터면 969만원 날렸을 뻔""…2주만에 100만명 이용했다","0"
"4584",980,"'영끌'해 집 샀더니 오르는 금리…고정금리 갈아탈까?","0"
"4585",538,"[단독] ""우티 통합 앱 내달 출격…가맹택시 연내 1만대 확보""","0"
"4586",348,"‘대장동 의혹’ 또 한사람의 죽음… ‘핵심’ 유동규 측근으로 알려져","0"
"4587",652,"글로벌 소비 불안… 코스피 2900선 또 깨졌다","0"
"4588",684,"성범죄자 신상, 이젠 카톡·네이버로 동시 제공","0"
"4589",644,"코로나 확진 10대 첫 사망…재택치료 끝난 뒤 폐혈관 막혀","0"
"4590",772,"카뱅 지난해 순익 2000억 돌파","0"
"4591",918,"얼음골 장세에…비상장시장도 '꽁꽁'","0"
"4592",878,"MZ직원 기살리기 나선 SK이노…사무직 연봉 500만원 일괄 인상","0"
"4593",140,"삼성 '회식자제령 해제'...사내 행사도 299명까지 허용","0"
"4594",186,"장 마감 후 기업공시[4월 12일]","0"
"4595",6,"한경미디어그룹과 카카오 암호화폐가 만났다","0"
"4596",66,"카카오페이, 마이데이터 인가 ‘초읽기’","0"
"4597",114,"[단독]日서 희비 엇갈린 ‘K웹툰’… 카카오-네이버, 이번엔 동남아서 격돌","0"
"4598",136,"서울 서초구, 임대사업자 전용 카카오톡 채널 운영","0"
"4599",212,"""KT표 IP 발굴에 집중…네이버·카카오는 성장 파트너""","0"
"4600",244,"[오늘과 내일/이은우]재개발·재건축 공공 시행이 어려운 이유","0"
"4601",582,"안전망·ESG로 내실 키우고, 글로벌로 외연 넓힌다","0"
"4602",826,"김병칠 금감원 국장 “IT·금융 결합 필연적…체계적 감독 필요”","0"
"4603",116,"우티-카카오-쏘카… 불붙은 모빌리티 전쟁","0"
"4604",138,"웹소설 플랫폼 '문피아' 인수전…네이버·카카오 격돌","0"
"4605",198,"서학개미, 일본서 네이버·카카오 주주열전","0"
"4606",230,"""김대리가 투자한 P2P, 셔터 내릴지도 몰라요""","0"
"4607",318,"'개인사업자CB 1호' 신한카드 유력","0"
"4608",426,"""10분 만에 1000만원 날려""…코인판, 도박판이 따로없네","0"
"4609",690,"4대 금융지주 “허가해 준다면 인터넷은행 설립”","0"
"4610",840,"직원 내보내고 점포 수 줄이고… 몸집 줄이는 카드업계","0"
"4611",8,"네이버·카카오, 오디오 시장서 격돌한다","0"
"4612",184,"‘재산 절반 기부’ 김범수 카카오의장, 재단설립 신청","0"
"4613",304,"ESG경영 사장급 전진배치…기업 장기성장 이끈다","0"
"4614",388,"한국어 '초거대 AI' 만든 네이버…""수천억 투자"" LG도 뛰어들었다","0"
"4615",486,"[뉴스+]배달비 부담 덜어보자…거주민 '배달 공구' 新풍속","0"
"4616",594,"코스닥, 1500社 돌파…세계 3위 新시장 됐다","0"
"4617",630,"보험硏 ""보험업, 빅테크에 종속 우려""","0"
"4618",648,"코넥스 신규·이전상장 無… '코스닥 등용문' 흔들리나","0"
"4619",658,"국민은행 '리브', Z세대 특화 자산관리 플랫폼으로 변신","0"
"4620",842,"""코인 상장 전 프라이빗 세일""… 이런 문자 조심하세요","0"
"4621",972,"서로 닮는 ‘이커머스 라이벌’","0"
"4622",974,"유튜브·카톡 이용한 ‘불법 주식리딩방’ 퇴출","0"
"4623",124,"결국 네이버 제친 카카오···김범수 자산 넉달새 10조→15조","0"
"4624",130,"카카오, 인터넷 플랫폼 대장주 ‘등극’","0"
"4625",204,"카카오모빌리티에 국민연금 1억달러 투자","0"
"4626",510,"""단기간에 주식보다 높은 수익률 올릴 수 있습니다""…주부 노인 등친 '100억대 투자 사기단'","0"
"4627",798,"꿈틀댄 BBIG···'성장株의 시간' 다시 올까","0"
"4628",800,"스크린골프는 어떻게 정확한 궤적을 그릴까","0"
"4629",884,"회사의 목표값에 충실한 알고리즘…그 안에 ‘노동 인권’은 없다 [이광석의 디지털 이후 (31)]","0"
"4630",952,"""인고의 시간 끝나간다""…두산重, 바이든 수혜주로 급부상","0"
"4631",978,"하반기 ‘대어’ 크래프톤, 중복 청약 막차?","0"
"4632",22,"카카오페이·토스 선불충전금·거래내역, 은행 앱에서 확인","0"
"4633",50,"경쟁률 183대1… 카카오뱅크 공모주 청약에 58조 몰렸다","0"
"4634",134,"[이코노 브리핑] hy, 카카오엔터프라이즈와 MOU 외","0"
"4635",210,"한은 디지털화폐 실험…네이버·카카오·SK 3파전","0"
"4636",256,"티빙과 손 맞잡은 네이버…자체 OTT 브랜드 키우는 카카오","0"
"4637",266,"마블 손 잡은 네이버…카카오와 '히어로 웹툰' 맞짱","0"
"4638",294,"크래프톤, 공모가 49만8000원 확정…""대형·해외 기관 수요 몰렸다""","0"
"4639",442,"[여명] 원칙의 힘","0"
"4640",614,"'매장에서 차량 물류센터까지…' 뜨거운 도심소형창고 확보전","0"
"4641",634,"카뱅 “1등 리딩뱅크 되겠다” 포문… 불붙은 금융플랫폼 전쟁","0"
"4642",708,"NH투자 나무, 신규고객 ‘美주식 1+1’ 이벤트","0"
"4643",718,"[기자의 눈] 구글 갑질방지법의 후유증","0"
"4644",822,"연일 찜통 무더위…여름 '핫플' 롯데워터파크에서 날려볼까","0"
"4645",836,"자산 10억 이상 큰손 63% “서머랠리 온다”","0"
"4646",84,"네이버도 정기구독…카카오와 '맞짱'","0"
"4647",108,"애써 깐 자전거 도로…카카오 배불리고 공공자전거 ‘위축’","0"
"4648",142,"카카오 2분기도 날았다…""구독 생태계 빠르게 확장""","0"
"4649",362,"민심 돌아선 '린저씨들'...엔씨, '아타리 쇼크' 위기 맞나","0"
"4650",626,"“머지포인트 대금 지급 묵묵부답” 속 타는 소상공인들","0"
"4651",764,"마통 금리, 시중銀보다 높은 3.62%...달라진 카뱅에 고객들 '당혹'","0"
"4652",814,"""따상 갈까"" 날씨만큼 뜨거운 공모주 시장","0"
"4653",974,"""PER 200배 넘었다""…카뱅, 셀트리온 제치고 단숨에 시총 9위 앞날은","0"
"4654",990,"카뱅, 이틀째 급등 시총 9위로… MSCI지수 편입 ‘호재’","0"
"4655",18,"대리기사들의 반격...카카오 침탈? 전화콜 수수료가 더 문제","0"
"4656",132,"""우울한 9월"" 증권가 잇따른 목표가 하향…카카오 주가 어디로?","0"
"4657",334,"규제의 역설…'대출 금융상식' 깬 카카오뱅크","0"
"4658",338,"카카오의 과속, 전방위 플랫폼 규제 부를라…무거운 책임감 필요","0"
"4659",382,"[사설] 네이버·카카오 다시 혁신의 정신으로 돌아가라","0"
"4660",570,"GS그룹, 친환경 미래 신사업 발굴 박차","0"
"4661",932,"롯데제과, 무설탕 'ZERO' 프로젝트","0"
"4662",48,"'상장 3수생' 카카오페이, 규제 리스크 넘고 흥행 성공할까","0"
"4663",96,"또다시 '플랫폼 국감'...카카오-네이버, 상생안 짜내기 '골머리'","0"
"4664",176,"[단독] 카카오 국감에서 두드려맞자…""콘텐츠 자회사 불공정 문제 조사하겠다""","0"
"4665",264,"백신 접종 안내해 준 ‘구삐’…내 손안의 만능비서 될까","0"
"4666",308,"핼러윈 밤샘파티 안돼요... 영업제한, 내달 1일 오전 5시부터 푼다","0"
"4667",332,"삼성증권 간편투자앱 '오투' 다운로드 60만 돌파","0"
"4668",344,"삼성생명, 언제 어디서나 화상으로 보험상담 가능","0"
"4669",468,"하나은행, 신용대출·주담대 중단… 금융권 사실상 연말 대출 ‘셧다운’","0"
"4670",500,"카뱅, 22일 전세대출 재개…무주택자·신규대출만 허용","0"
"4671",526,"[남형두의 법과 사랑] 플랫폼 기업에 대한 두가지 견해","0"
"4672",700,"‘파격금리’ 앞세운 토스뱅크… 신용대출 2.76, 예금금리 2%","0"
"4673",720,"[이코노 브리핑] 정부 ‘스마트 복합쉼터’ 추가 조성 공모 외","0"
"4674",722,"게임주가 밀어올린 '천스닥'…3분기 실적시즌 증시 향방은?","0"
"4675",888,"""무료 교육에 매달 100만원 지원"" 삼성 SSAFY 7기 교육생 모집","0"
"4676",990,"카뱅, 새 체크카드 4종 출시","0"
"4677",22,"확 바뀌는 서울사랑상품권…카카오페이로도 쓴다","0"
"4678",180,"카카오게임즈 ""NFT 거래소 설립할 것""","0"
"4679",604,"엔씨소프트, 리니지W 출시 9일 만에 매출 1000억원 돌파","0"
"4680",644,"지스타, 3N 빠지고 2K가 접수한다","0"
"4681",928,"일본서 잔뜩 긴장한 네이버 스토어 [아이티라떼]","0"
"4682",54,"SK 42조 늘고 카카오그룹 3배 뛰었다","0"
"4683",154,"호랑이 입은 새해 한정판…카카오뱅크 롯데카드 출시","0"
"4684",156,"제로페이까지 먹는 카카오… 40만 가맹점 정보 가져간다","0"
"4685",316,"노인들은 뚫기 버거운 방역패스","0"
"4686",360,"내로라하는 AI 전문가, 공학한림원 대거 입성","0"
"4687",690,"[마켓인사이트] 이번엔 쿠캣…'M&A 대식가' 된 GS리테일","0"
"4688",698,"후보 패션부터 공약까지 바꾼다…大選 인플루언서 '2030커뮤니티'","0"
"4689",724,"재계 순위 지각변동…단숨에 20위권에 올랐다","0"
"4690",784,"국내 첫 P2E 게임 퇴출…게임株 급락","0"
"4691",798,"""불법촬영물 검토중""…카톡엔 뜨는데 네이버·페북엔 왜 안뜨나","0"
"4692",110,"LG엔솔 청약 열기도 ‘역대급’… 카카오뱅크 청약 기록 깰 수도","0"
"4693",466,"중랑사랑상품권 발행… 1인당 70만원까지","0"
"4694",500,"1京 몰린 LG엔솔, 공모가 30만원 유력… 역대급 흥행 예고","0"
"4695",602,"KT스카이라이프, 시니어 `골드요금제` 2종 추가","0"
"4696",692,"플랫폼 이어 메타버스·NFT까지 들여다 보겠다는 공정위","0"
